packet_row,pair_id,anchor,candidate,rating,near_duplicate,reason_code
262,m4-musica-cozinha-b-5,"No começo do ano, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Meses depois, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.",,,
263,m4-chave-antiga-a-1,"Na semana passada, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Pouco tempo depois, Guardei o objeto outra vez porque descartar aquela dúvida pareceu mais difícil que mantê-la.",,,
264,m4-cafe-manha-a-4,"Na semana passada, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Pouco tempo depois, Acordei tarde, não fiz café e mantive a cozinha completamente escura.",,,
265,m4-planta-varanda-a-3,"Na semana passada, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Pouco tempo depois, A loja recebeu uma planta de varanda com folhas impressas no catálogo da semana.",,,
266,m4-curso-desistencia-b-2,"No começo do ano, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Meses depois, Abandonei o curso que não desejava concluir e o alívio chegou antes da culpa.",,,
267,m4-chave-antiga-a-5,"Na semana passada, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Pouco tempo depois, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.",,,
268,m4-trabalho-recusa-a-5,"Na semana passada, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Pouco tempo depois, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.",,,
269,m4-fotografia-caixa-c-4,"Numa tarde de inverno, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Quando a estação mudou, Nenhuma fotografia apareceu e reconheci imediatamente todos os rostos que vi.",,,
270,m4-cachorro-parque-b-4,"No começo do ano, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Meses depois, Não havia cachorro no parque e passei o tempo inteiro caminhando sem sentar.",,,
271,m4-consulta-espera-c-4,"Numa tarde de inverno, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Quando a estação mudou, Fui atendido sem esperar e inventei várias respostas muito antes de entrar.",,,
272,m4-fotografia-caixa-a-3,"Na semana passada, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Pouco tempo depois, A caixa da câmera reconheceu automaticamente um rosto para ajustar a fotografia.",,,
273,m4-curso-desistencia-a-2,"Na semana passada, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Pouco tempo depois, Abandonei o curso que não desejava concluir e o alívio chegou antes da culpa.",,,
274,m4-onibus-retorno-c-5,"Numa tarde de inverno, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Quando a estação mudou, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.",,,
275,m4-chave-antiga-c-2,"Numa tarde de inverno, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Quando a estação mudou, Achei numa gaveta uma chave velha e não recordei a porta correspondente.",,,
276,m4-silencio-familia-c-2,"Numa tarde de inverno, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Quando a estação mudou, No almoço com a família, um silêncio comprido falou mais que todas as frases.",,,
277,m4-livro-esquecido-c-2,"Numa tarde de inverno, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Quando a estação mudou, Peguei na estante um livro antigo e achei uma nota de que não me recordava.",,,
278,m4-cafe-manha-a-1,"Na semana passada, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Pouco tempo depois, Antes das outras pessoas acordarem, a casa pareceu oferecer um intervalo só meu.",,,
279,m4-praia-inverno-a-5,"Na semana passada, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Pouco tempo depois, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.",,,
280,m4-cachorro-parque-c-4,"Numa tarde de inverno, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Quando a estação mudou, Não havia cachorro no parque e passei o tempo inteiro caminhando sem sentar.",,,
281,m4-praia-inverno-c-3,"Numa tarde de inverno, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Quando a estação mudou, O relatório mediu a nitidez do áudio de passos usado numa campanha da praia de inverno.",,,
282,m4-trabalho-recusa-c-1,"Numa tarde de inverno, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Quando a estação mudou, Dizer que eu não podia pareceu pequeno por fora e enorme enquanto eu voltava à mesa.",,,
283,m4-onibus-retorno-a-5,"Na semana passada, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Pouco tempo depois, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.",,,
284,m4-janela-vizinha-b-1,"No começo do ano, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Meses depois, Um gesto breve mudou a sensação de anonimato que o prédio tinha acumulado.",,,
285,m4-telefone-pai-a-2,"Na semana passada, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Pouco tempo depois, Telefonei para meu pai sem motivo definido e conversamos sobre detalhes comuns.",,,
286,m4-cafe-manha-c-3,"Numa tarde de inverno, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Quando a estação mudou, Comparei a claridade de duas lâmpadas para fotografar uma xícara de café na cozinha.",,,
287,m4-praia-inverno-b-3,"No começo do ano, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Meses depois, O relatório mediu a nitidez do áudio de passos usado numa campanha da praia de inverno.",,,
288,m4-casa-chuva-c-2,"Numa tarde de inverno, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Quando a estação mudou, Cheguei em casa sob a chuva e pendurei o casaco molhado ao lado da porta.",,,
289,m4-planta-varanda-c-4,"Numa tarde de inverno, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Quando a estação mudou, Não apareceu folha nova e eu nunca pensei que a planta estivesse em risco.",,,
290,m4-silencio-familia-b-3,"No começo do ano, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Meses depois, Comprei uma mesa grande para reduzir o barulho durante o almoço da família.",,,
291,m4-telefone-pai-b-1,"No começo do ano, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Meses depois, A conversa não resolveu nada, mas a voz do outro lado deixou o dia menos distante.",,,
292,m4-livro-esquecido-a-2,"Na semana passada, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Pouco tempo depois, Peguei na estante um livro antigo e achei uma nota de que não me recordava.",,,
293,m4-consulta-espera-b-3,"No começo do ano, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Meses depois, A consulta do relógio respondeu corretamente ao horário de funcionamento da sala.",,,
294,m4-mudanca-cidade-c-4,"Numa tarde de inverno, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Quando a estação mudou, Não saí de casa e a cidade continuou completamente estranha para mim.",,,
295,m4-livro-esquecido-b-1,"No começo do ano, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Meses depois, Uma frase antiga na margem parecia ter esperado em silêncio até eu mudar de opinião.",,,
296,m4-telefone-pai-a-5,"Na semana passada, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Pouco tempo depois, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.",,,
297,m4-telefone-pai-c-3,"Numa tarde de inverno, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Quando a estação mudou, Meu pai comprou um telefone pequeno porque o aparelho anterior não resolvia chamadas.",,,
298,m4-consulta-espera-c-2,"Numa tarde de inverno, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Quando a estação mudou, Na espera da consulta, conferi o relógio e evitei antecipar qualquer resposta.",,,
299,m4-curso-desistencia-c-3,"Numa tarde de inverno, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Quando a estação mudou, O material do curso explicava como medir culpa e alívio num exercício de vocabulário.",,,
300,m4-telefone-pai-c-4,"Numa tarde de inverno, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Quando a estação mudou, Não fiz ligação e passei o dia evitando qualquer conversa com meu pai.",,,
