packet_row,pair_id,anchor,candidate,rating,near_duplicate,reason_code
261,m4-onibus-retorno-c-2,"Numa tarde de inverno, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Quando a estação mudou, Voltei devagar de ônibus, olhando as luzes correrem do outro lado da janela.",,,
262,m4-amizade-distante-c-4,"Numa tarde de inverno, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Quando a estação mudou, Não recebi mensagem alguma e respondi imediatamente a todas as conversas novas.",,,
263,m4-cafe-manha-b-2,"No começo do ano, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Meses depois, Preparei café de manhã e observei a luz entrar aos poucos na cozinha.",,,
264,m4-onibus-retorno-b-4,"No começo do ano, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Meses depois, Não entrei no ônibus, tive muita pressa e não olhei pela janela.",,,
265,m4-cafe-manha-c-2,"Numa tarde de inverno, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Quando a estação mudou, Preparei café de manhã e observei a luz entrar aos poucos na cozinha.",,,
266,m4-cafe-manha-b-5,"No começo do ano, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Meses depois, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.",,,
267,m4-curso-desistencia-c-5,"Numa tarde de inverno, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Quando a estação mudou, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.",,,
268,m4-cachorro-parque-b-5,"No começo do ano, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Meses depois, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.",,,
269,m4-chave-antiga-a-2,"Na semana passada, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Pouco tempo depois, Achei numa gaveta uma chave velha e não recordei a porta correspondente.",,,
270,m4-mudanca-cidade-a-4,"Na semana passada, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Pouco tempo depois, Não saí de casa e a cidade continuou completamente estranha para mim.",,,
271,m4-receita-avo-b-4,"No começo do ano, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Meses depois, Segui medidas exatas de uma receita impressa que não tinha relação com minha família.",,,
272,m4-curso-desistencia-b-4,"No começo do ano, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Meses depois, Terminei o curso com entusiasmo e não senti alívio nem culpa ao fechar o material.",,,
273,m4-silencio-familia-a-2,"Na semana passada, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Pouco tempo depois, No almoço com a família, um silêncio comprido falou mais que todas as frases.",,,
274,m4-praia-inverno-c-2,"Numa tarde de inverno, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Quando a estação mudou, Andei na praia deserta durante o frio e escutei claramente cada passo.",,,
275,m4-livro-esquecido-b-2,"No começo do ano, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Meses depois, Peguei na estante um livro antigo e achei uma nota de que não me recordava.",,,
276,m4-receita-avo-b-5,"No começo do ano, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Meses depois, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.",,,
277,m4-cafe-manha-b-4,"No começo do ano, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Meses depois, Acordei tarde, não fiz café e mantive a cozinha completamente escura.",,,
278,m4-onibus-retorno-a-4,"Na semana passada, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Pouco tempo depois, Não entrei no ônibus, tive muita pressa e não olhei pela janela.",,,
279,m4-caixa-mudanca-c-1,"Numa tarde de inverno, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Quando a estação mudou, Nem tudo que veio comigo parecia pronto para ganhar lugar na casa nova.",,,
280,m4-trabalho-recusa-b-1,"No começo do ano, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Meses depois, Dizer que eu não podia pareceu pequeno por fora e enorme enquanto eu voltava à mesa.",,,
281,m4-onibus-retorno-a-2,"Na semana passada, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Pouco tempo depois, Voltei devagar de ônibus, olhando as luzes correrem do outro lado da janela.",,,
282,m4-caixa-mudanca-b-4,"No começo do ano, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Meses depois, Abri todas as caixas imediatamente e já conhecia o lugar exato de cada objeto.",,,
283,m4-mudanca-cidade-a-2,"Na semana passada, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Pouco tempo depois, Caminhei por uma rua que não conhecia e senti que começava a pertencer à cidade nova.",,,
284,m4-cachorro-parque-c-5,"Numa tarde de inverno, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Quando a estação mudou, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.",,,
285,m4-receita-avo-c-4,"Numa tarde de inverno, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Quando a estação mudou, Segui medidas exatas de uma receita impressa que não tinha relação com minha família.",,,
286,m4-silencio-familia-b-2,"No começo do ano, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Meses depois, No almoço com a família, um silêncio comprido falou mais que todas as frases.",,,
287,m4-casa-chuva-c-2,"Numa tarde de inverno, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Quando a estação mudou, Cheguei em casa sob a chuva e pendurei o casaco molhado ao lado da porta.",,,
288,m4-telefone-pai-a-2,"Na semana passada, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Pouco tempo depois, Telefonei para meu pai sem motivo definido e conversamos sobre detalhes comuns.",,,
289,m4-cachorro-parque-b-1,"No começo do ano, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Meses depois, Por alguns minutos, a companhia não exigiu apresentação, conversa ou promessa.",,,
290,m4-janela-vizinha-b-3,"No começo do ano, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Meses depois, O corredor recebeu uma janela nova conforme o pedido técnico da vizinha.",,,
291,m4-onibus-retorno-c-5,"Numa tarde de inverno, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Quando a estação mudou, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.",,,
292,m4-chave-antiga-a-3,"Na semana passada, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Pouco tempo depois, A gaveta nova veio com uma chave e um manual para regular a abertura da porta.",,,
293,m4-musica-cozinha-a-1,"Na semana passada, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Pouco tempo depois, A melodia trouxe uma sala que já não existe para dentro daquela cozinha comum.",,,
294,m4-consulta-espera-b-3,"No começo do ano, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Meses depois, A consulta do relógio respondeu corretamente ao horário de funcionamento da sala.",,,
295,m4-chave-antiga-b-3,"No começo do ano, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Meses depois, A gaveta nova veio com uma chave e um manual para regular a abertura da porta.",,,
296,m4-chave-antiga-c-4,"Numa tarde de inverno, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Quando a estação mudou, Não encontrei chave alguma e sabia exatamente como abrir todas as portas.",,,
297,m4-casa-chuva-b-1,"No começo do ano, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Meses depois, O cheiro de terra molhada trouxe de volta a sensação de finalmente chegar a um lugar conhecido.",,,
298,m4-trabalho-recusa-c-2,"Numa tarde de inverno, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Quando a estação mudou, Neguei um trabalho adicional e terminei a conversa ainda com as mãos trêmulas.",,,
299,m4-praia-inverno-c-5,"Numa tarde de inverno, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Quando a estação mudou, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.",,,
300,m4-consulta-espera-b-4,"No começo do ano, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Meses depois, Fui atendido sem esperar e inventei várias respostas muito antes de entrar.",,,
